PDB,mutated_pdb,mutated_conflicts,conflicted_pdb,all_conflicts
2B97,False,,False,
1R2M,False,,False,
2PL7,False,,False,
3QQT,False,,False,
2PL6,False,,False,
2GVM,False,,False,
2FZ6,False,,False,
4BWH,False,,True,EXPRESSIONTAG
4AOG,False,,True,CLONINGARTIFACT
1ZVC,False,,True,CLONINGARTIFACT
2BRJ,False,,False,
2Q4I,False,,True,"EXPRESSIONTAG, MODIFIEDRESIDUE"
2DIO,False,,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, EXPRESSIONTAG, MODIFIEDRESIDUE"
2GIN,False,,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, EXPRESSIONTAG"
1Z8K,False,,True,"CLONINGARTIFACT, MODIFIEDRESIDUE"
4H6C,False,,True,EXPRESSIONTAG
4H6B,False,,True,EXPRESSIONTAG
4CQ7,False,,True,EXPRESSIONTAG
4CQ6,False,,True,EXPRESSIONTAG
2OOJ,False,,True,"LEADERSEQUENCE, MODIFIEDRESIDUE"
2Q03,False,,True,"LEADERSEQUENCE, MODIFIEDRESIDUE"
2F9H,False,,True,"CLONINGARTIFACT, MODIFIEDRESIDUE"
2ICH,False,,True,"LEADERSEQUENCE, MODIFIEDRESIDUE"
1S2P,True,CONFLICT,True,CONFLICT
1I4U,True,CONFLICT,True,CONFLICT
1H91,False,,False,
1S44,False,,False,
1OBQ,True,CONFLICT,True,CONFLICT
1OBU,True,CONFLICT,True,CONFLICT
1GKA,False,,False,
1E5P,True,CONFLICT,True,"CONFLICT, MODIFIEDRESIDUE"
4GNY,False,,False,
4KII,False,,True,SEEREMARK999
1BEB,False,,True,VARIANT
1QG5,False,,False,
3UEV,False,,False,
1B8E,False,,False,
3QZK,False,,False,
3NQ9,False,,False,
3NQ3,False,,False,
3UEU,False,,False,
2Q2M,False,,True,VARIANT
3QZJ,False,,False,
4DQ4,False,,False,
4DQ3,False,,False,
3NPO,False,,False,
1UZ2,True,ENGINEEREDMUTATION,True,"SEEREMARK999, ENGINEEREDMUTATION"
1BSO,True,CONFLICT,True,CONFLICT
4IBA,False,,False,
1BSY,False,,True,SEEREMARK999
1BSQ,False,,False,
5EEE,False,,False,
4IB9,False,,False,
4Y0Q,False,,False,
3UEW,False,,False,
3BLG,False,,True,SEEREMARK999
2GJ5,False,,False,
2BLG,False,,True,SEEREMARK999
3UEX,False,,False,
4LZV,False,,False,
1GX8,False,,False,
1GX9,False,,False,
1GXA,False,,False,
1B0O,False,,False,
4IB6,False,,True,VARIANT
2Q39,False,,True,VARIANT
4Y0P,False,,False,
3PH5,False,,False,
4IB7,False,,True,VARIANT
2Q2P,False,,True,VARIANT
4Y0R,False,,False,
4IB8,False,,True,VARIANT
4LZU,False,,False,
2R56,False,,False,
5HTE,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3PH6,False,,False,
5HTD,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
5K06,False,,True,INITIATINGMETHIONINE
5LKF,False,,False,
2AKQ,False,,True,SEEREMARK999
5LKE,False,,False,
5IO5,False,,False,
5IO6,False,,False,
5IO7,False,,False,
1MFH,False,,True,SEEREMARK999
1DV9,False,,True,SEEREMARK999
1CJ5,True,"INSERTION, CONFLICT",True,"INSERTION, CONFLICT"
4TLJ,False,,False,
4Y0S,False,,False,
1EXS,False,,False,
1YUP,False,,False,
1LKE,True,ENGINEERED,True,"ENGINEERED, SEEREMARK999"
1KXO,True,ENGINEERED,True,"ENGINEERED, SEEREMARK999"
1LNM,True,ENGINEERED,True,"ENGINEERED, SEEREMARK999"
1BBP,False,,False,
1N0S,False,,True,SEEREMARK999
1T0V,False,,True,SEEREMARK999
1LF7,True,ENGINEERED,True,ENGINEERED
1IW2,True,ENGINEERED,True,ENGINEERED
1QFT,True,INSERTION,True,INSERTION
1QFV,True,INSERTION,True,INSERTION
2JOZ,False,,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, EXPRESSIONTAG"
1Z24,False,,False,
4WFV,False,,False,
1BJ7,False,,False,
4WFU,False,,False,
1EW3,False,,False,
1JZU,True,ENGINEERED,True,ENGINEERED
2LBV,False,,True,EXPRESSIONTAG
2KT4,False,,True,INITIATINGMETHIONINE
1ZND,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1ZNG,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1ZNK,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1QY1,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1ZNL,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1QY2,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
2DM5,False,,True,EXPRESSIONTAG
1QY0,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1YP6,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED"
1JV4,False,,True,SEEREMARK999
1ZNE,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1I05,False,,False,
1YP7,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED"
1I06,False,,False,
1ZNH,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1I04,False,,False,
2OZQ,False,,True,EXPRESSIONTAG
1MUP,False,,False,
1DF3,True,CONFLICT,True,CONFLICT
2A2G,False,,False,
2A2U,False,,False,
4IAX,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
3TF6,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3PED,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3HWG,True,ENGINEERED,True,ENGINEERED
3PEC,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3FW4,True,ENGINEERED,True,ENGINEERED
5MHH,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
3FW5,True,ENGINEERED,True,ENGINEERED
4ZHH,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4ZHC,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4ZHG,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4ZHD,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
1L6M,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED"
1QQS,False,,False,
1X71,True,ENGINEERED,True,ENGINEERED
1X89,True,ENGINEERED,True,ENGINEERED
5KID,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT"
3CBC,True,ENGINEERED,True,ENGINEERED
3U03,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3BY0,True,ENGINEERED,True,ENGINEERED
3DTQ,True,ENGINEERED,True,"ENGINEERED, EXPRESSIONTAG"
1X8U,True,ENGINEERED,True,ENGINEERED
3T1D,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, SEEREMARK999"
3I0A,True,ENGINEERED,True,ENGINEERED
3HWE,True,ENGINEERED,True,ENGINEERED
4IAW,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
3CMP,True,ENGINEERED,True,ENGINEERED
4ZHF,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3K3L,True,ENGINEERED,True,ENGINEERED
4ZFX,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3U0D,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
1DFV,False,,False,
4GH7,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
5JR8,True,CONFLICT,True,CONFLICT
5KHP,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT"
3HWD,True,ENGINEERED,True,ENGINEERED
5KIC,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT"
4K19,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
1NGL,False,,True,SEEREMARK999
1U17,True,CONFLICT,True,"INITIATINGMETHIONINE, CONFLICT"
1U18,True,CONFLICT,True,"INITIATINGMETHIONINE, CONFLICT"
1NP1,False,,False,
2NP1,False,,False,
3NP1,False,,False,
4NP1,False,,False,
1PM1,True,ENGINEERED,True,"INITIATINGMET, ENGINEERED"
2EU7,True,ENGINEERED,True,ENGINEERED
2HYS,False,,True,INITIATINGMET
2ALL,True,ENGINEERED,True,"INITIATINGMETHIONINE, ENGINEERED"
2GTF,False,,True,INITIATINGMETHIONINE
2A3F,False,,True,INITIATINGMETHIONINE
2ACP,False,,True,INITIATINGMETHIONINE
1PEE,False,,True,CLONINGARTIFACT
2AL0,False,,True,INITIATINGMETHIONINE
2ASN,False,,True,CLONINGARTIFACT
2AH7,False,,True,INITIATINGMETHIONINE
2AMM,True,ENGINEERED,True,"INITIATINGMETHIONINE, ENGINEERED"
1T68,False,,True,INITIATINGMETHIONINE
1EUO,False,,True,CLONINGARTIFACT
1X8P,False,,False,
1YWA,False,,False,
1X8Q,False,,False,
1YWB,False,,False,
1YWC,False,,False,
2OFR,True,ENGINEERED,True,ENGINEERED
1SY1,True,ENGINEERED,True,ENGINEERED
2AT0,True,ENGINEERED,True,ENGINEERED
2AT7,False,,False,
3C78,False,,False,
1SXX,True,ENGINEERED,True,ENGINEERED
1SY3,True,ENGINEERED,True,ENGINEERED
2AT8,False,,False,
1SY2,True,ENGINEERED,True,ENGINEERED
1KOI,False,,False,
1IKH,False,,False,
1X8O,False,,False,
2AT4,False,,False,
3C77,False,,False,
1SXW,True,ENGINEERED,True,ENGINEERED
2ASZ,True,ENGINEERED,True,ENGINEERED
3C76,True,ENGINEERED,True,ENGINEERED
1X8N,False,,False,
1YWD,False,,False,
1SXY,True,ENGINEERED,True,ENGINEERED
2OFM,False,,False,
1D2U,False,,False,
1SY0,True,ENGINEERED,True,ENGINEERED
2AT5,False,,False,
2AT6,False,,False,
1IKJ,False,,False,
3TGA,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3TGB,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3MVF,False,,False,
3TGC,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
1U0X,False,,False,
4HPD,False,,False,
4HPC,False,,False,
3FLL,True,ENGINEERED,True,ENGINEERED
1ML7,False,,False,
4HPA,False,,False,
4HPB,False,,False,
1ERX,False,,False,
1SXU,True,ENGINEERED,True,ENGINEERED
1D3S,False,,False,
5HWZ,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
1IKE,False,,False,
1NP4,False,,False,
1EQD,False,,False,
1OBP,True,CONFLICT,True,CONFLICT
1GT3,True,CONFLICT,True,CONFLICT
1HN2,True,CONFLICT,True,CONFLICT
1G85,True,CONFLICT,True,CONFLICT
1GT1,True,CONFLICT,True,CONFLICT
1PBO,True,CONFLICT,True,CONFLICT
1GT5,True,CONFLICT,True,CONFLICT
1GT4,True,CONFLICT,True,CONFLICT
1DZK,False,,False,
1E00,False,,False,
1DZM,False,,False,
1DZP,False,,False,
1E06,False,,False,
1DZJ,False,,False,
1E02,False,,False,
1A3Y,False,,False,
1HQP,False,,False,
1QWD,False,,True,CLONINGARTIFACT
1EPA,False,,False,
1EPB,False,,False,
1RLB,True,CONFLICT,True,CONFLICT
1IIU,False,,True,INITIATINGMET
1KT7,False,,False,
1KT6,False,,False,
1KT3,False,,False,
1KT4,False,,False,
1KT5,False,,False,
1FEN,False,,False,
1FEL,False,,False,
1FEM,False,,False,
1HBQ,True,CONFLICT,True,CONFLICT
1ERB,False,,False,
1HBP,False,,False,
2WR6,False,,False,
1JYD,False,,True,CLONINGARTIFACT
1JYJ,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED"
2WQ9,False,,False,
1RBP,False,,False,
2WQA,False,,True,EXPRESSIONTAG
1BRP,False,,False,
1BRQ,False,,False,
1QAB,False,,False,
1AQB,False,,False,
1GM6,True,CONFLICT,True,CONFLICT
1XKI,True,ENGINEERED,True,"ENGINEERED, PURIFICATIONTAG"
3EYC,True,ENGINEERED,True,"ENGINEERED, EXPRESSIONTAG"
4ALO,False,,True,SEEREMARK999
3G7X,True,ENGINEERED,True,ENGINEERED
3GAQ,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED"
3SAO,True,"ENGINEEREDMUTATION, CONFLICT",True,"ENGINEEREDMUTATION, SEEREMARK999, EXPRESSIONTAG, CONFLICT"
2HLV,True,"ENGINEERED, INSERTION",True,"ENGINEERED, INSERTION"
2ACO,False,,True,"EXPRESSIONTAG, CLONINGARTIFACT"
4OMX,False,,False,
4OMW,False,,False,
3KZA,True,ENGINEERED,True,ENGINEERED
2OVA,True,ENGINEERED,True,ENGINEERED
3DSZ,False,,False,
3BX7,False,,False,
3BX8,False,,False,
2OVD,True,ENGINEERED,True,ENGINEERED
2QOS,True,ENGINEERED,True,ENGINEERED
3TZS,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
2OVE,True,ENGINEERED,True,ENGINEERED
2RD7,False,,True,EXPRESSIONTAG
4O9S,False,,True,EXPRESSIONTAG
4PSQ,False,,True,EXPRESSIONTAG
3FMZ,False,,True,EXPRESSIONTAG
3OJY,False,,False,
3KFF,False,,False,
3KFH,False,,False,
3KFI,False,,False,
3KFG,False,,False,
3S26,False,,True,EXPRESSIONTAG
2NND,False,,True,"EXPRESSIONTAG, LINKER, SEEREMARK999"
2NNE,False,,True,"EXPRESSIONTAG, LINKER, SEEREMARK999"
3U9P,False,,True,EXPRESSIONTAG
2L9C,False,,True,EXPRESSIONTAG
2LB6,False,,True,EXPRESSIONTAG
3ZQ3,False,,True,EXPRESSIONTAG
2K23,False,,False,
2AT3,True,ENGINEERED,True,ENGINEERED
4GNW,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4GRJ,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4CK4,False,,True,MICROHETEROGENEITY
4NLJ,False,,True,SEEREMARK999
4NLI,False,,True,SEEREMARK999
5EED,False,,True,VARIANT
3P6D,False,,True,EXPRESSIONTAG
3RZY,False,,True,EXPRESSIONTAG
3P6E,False,,True,EXPRESSIONTAG
3P6H,False,,True,EXPRESSIONTAG
3P6F,False,,True,EXPRESSIONTAG
3P6G,False,,True,EXPRESSIONTAG
5HZ8,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT"
3P6C,False,,True,EXPRESSIONTAG
5HZ6,False,,True,EXPRESSIONTAG
3Q6L,False,,True,EXPRESSIONTAG
5EDB,False,,True,EXPRESSIONTAG
2HNX,False,,True,CLONINGARTIFACT
5EDC,False,,True,EXPRESSIONTAG
4NNS,False,,True,EXPRESSIONTAG
4NNT,False,,True,EXPRESSIONTAG
1TOW,False,,False,
1TOU,False,,False,
5D45,False,,True,EXPRESSIONTAG
5D47,False,,True,EXPRESSIONTAG
5D4A,False,,True,EXPRESSIONTAG
3FR4,False,,False,
2NNQ,False,,False,
5D48,False,,True,EXPRESSIONTAG
3FR5,False,,False,
3FR2,False,,False,
3HK1,False,,False,
3JS1,False,,False,
1G7N,True,ENGINEERED,True,ENGINEERED
1AB0,True,ENGINEERED,True,ENGINEERED
1LIE,False,,False,
1LIC,False,,False,
1ADL,False,,False,
1LIF,False,,False,
1LID,False,,False,
1LIB,False,,False,
1G74,True,ENGINEERED,True,ENGINEERED
3JSQ,False,,False,
1A18,False,,True,MODIFIEDRESIDUE
2ANS,False,,False,
1A2D,False,,True,MODIFIEDRESIDUE
1ACD,True,ENGINEERED,True,"ENGINEERED, MODIFIEDRESIDUE"
2Q9S,False,,True,EXPRESSIONTAG
2QM9,False,,True,EXPRESSIONTAG
1ALB,False,,False,
5D8J,False,,True,EXPRESSIONTAG
5C0N,False,,False,
1FDQ,False,,False,
1FE3,False,,False,
1JJX,False,,False,
2CBR,False,,False,
1CBR,False,,False,
1CBI,False,,False,
2G7B,True,ENGINEERED,True,ENGINEERED
3D95,True,ENGINEERED,True,ENGINEERED
3CR6,True,ENGINEERED,True,ENGINEERED
3FA6,True,ENGINEERED,True,ENGINEERED
2FS6,False,,False,
4QGX,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
1CBS,False,,False,
2FR3,False,,False,
3D97,True,ENGINEERED,True,ENGINEERED
3FEK,True,ENGINEERED,True,ENGINEERED
2FRS,True,ENGINEERED,True,ENGINEERED
2FS7,False,,False,
3FEN,True,ENGINEERED,True,ENGINEERED
4YKO,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YKM,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3CWK,True,ENGINEERED,True,ENGINEERED
3F9D,True,ENGINEERED,True,ENGINEERED
4YFQ,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3CBS,False,,False,
4QGW,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
2CBS,False,,False,
3I17,True,ENGINEERED,True,ENGINEERED
2G79,True,ENGINEERED,True,ENGINEERED
2G78,True,ENGINEERED,True,ENGINEERED
3D96,True,ENGINEERED,True,ENGINEERED
3FA7,True,ENGINEERED,True,ENGINEERED
4QGV,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
5HZQ,False,,True,EXPRESSIONTAG
1CBQ,False,,False,
3FA8,True,ENGINEERED,True,ENGINEERED
4YBP,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3FA9,True,ENGINEERED,True,ENGINEERED
3FEL,True,ENGINEERED,True,ENGINEERED
1XCA,True,ENGINEERED,True,ENGINEERED
4YGG,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YBU,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3F8A,True,ENGINEERED,True,ENGINEERED
4YDA,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YFP,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YCE,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YFR,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YCH,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YDB,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YGZ,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YGH,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YH0,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4M6S,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4I9R,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4M7M,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4I9S,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3FEP,True,ENGINEERED,True,ENGINEERED
1BM5,True,CONFLICT,True,CONFLICT
1BLR,False,,False,
1OPA,False,,False,
1OPB,False,,False,
1CRB,False,,False,
1KGL,False,,False,
1JBH,False,,False,
1MX8,False,,False,
1MX7,False,,False,
1EII,False,,False,
1B4M,False,,False,
1KQW,False,,False,
1KQX,False,,False,
1GGL,False,,False,
1LPJ,False,,False,
2A0A,False,,False,
5HZ5,False,,False,
4LKP,False,,True,EXPRESSIONTAG
1B56,False,,False,
5UR9,False,,True,EXPRESSIONTAG
4LKT,False,,True,EXPRESSIONTAG
1JJJ,False,,False,
1FTP,False,,False,
1MDC,True,CONFLICT,True,CONFLICT
1O8V,False,,False,
1VYF,False,,False,
1VYG,False,,False,
5L8I,False,,False,
5L8N,False,,False,
5L8O,False,,False,
1O1V,False,,False,
2MM3,False,,False,
1O1U,False,,False,
1EAL,True,CONFLICT,True,CONFLICT
1EIO,True,CONFLICT,True,CONFLICT
3AKM,False,,False,
1KZW,False,,False,
1KZX,False,,True,REMARK999
2MO5,False,,True,EXPRESSIONTAG
3IFB,False,,False,
